"DEPLOYMENT NAME","QUAY TAG","PACKAGE NAME","VERSION INSTALLED","DEPENDENCY TYPE"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/gogo/protobuf","v1.3.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/golang/groupcache","v0.0.0-20200121045136-8c9f03a8e57e","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/golang/protobuf","v1.4.3","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/google/go-cmp","v0.5.3","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/google/gofuzz","v1.1.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/google/uuid","v1.1.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/googleapis/gnostic","v0.5.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/hashicorp/golang-lru","v0.5.4","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/hashicorp/hcl","v1.0.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/imdario/mergo","v0.3.10","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/jackc/pgx","v3.6.2+incompatible","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/json-iterator/go","v1.1.10","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/magiconair/properties","v1.8.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/matttproud/golang_protobuf_extensions","v1.0.2-0.20181231171920-c182affec369","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/mitchellh/mapstructure","v1.1.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/modern-go/concurrent","v0.0.0-20180306012644-bacd9c7ef1dd","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/modern-go/reflect2","v1.0.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/pelletier/go-toml","v1.2.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/pkg/errors","v0.9.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/prometheus/client_golang","v1.7.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/prometheus/client_model","v0.2.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/prometheus/common","v0.10.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/prometheus/procfs","v0.2.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/spf13/afero","v1.2.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/spf13/cast","v1.3.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/spf13/jwalterweatherman","v1.0.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/spf13/pflag","v1.0.5","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/spf13/viper","v1.7.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","github.com/subosito/gotenv","v1.2.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","go.uber.org/atomic","v1.6.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","go.uber.org/multierr","v1.5.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","go.uber.org/zap","v1.15.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","golang.org/x/crypto","v0.0.0-20201002170205-7f63de1d35b0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","golang.org/x/net","v0.0.0-20201110031124-69a78807bb2b","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","golang.org/x/oauth2","v0.0.0-20200107190931-bf48bf16ab8d","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","golang.org/x/sys","v0.0.0-20201112073958-5cba982894dd","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","golang.org/x/text","v0.3.4","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","golang.org/x/time","v0.0.0-20200630173020-3af7569d3a1e","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","gomodules.xyz/jsonpatch/v2","v2.1.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","google.golang.org/protobuf","v1.25.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","gopkg.in/inf.v0","v0.9.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","gopkg.in/ini.v1","v1.51.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","gopkg.in/yaml.v2","v2.3.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","gopkg.in/yaml.v3","v3.0.0-20200615113413-eeeca48fe776","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/api","v0.20.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/apiextensions-apiserver","v0.20.1","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/apimachinery","v0.20.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/client-go","v0.20.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/component-base","v0.20.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/klog/v2","v2.4.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/kube-openapi","v0.0.0-20201113171705-d219536bb9fd","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","k8s.io/utils","v0.0.0-20210111153108-fddb29f9d009","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","netbase","6.3","deb"
"quay.io/cloudservices/cyndi-operator","ba4255c","sigs.k8s.io/controller-runtime","v0.8.3","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","sigs.k8s.io/structured-merge-diff/v4","v4.0.2","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","sigs.k8s.io/yaml","v1.2.0","go-module"
"quay.io/cloudservices/cyndi-operator","ba4255c","tzdata","2021a-1+deb11u8","deb"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","accessors-smart","2.4.7.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","accessors-smart","2.4.7.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","accessors-smart","2.4.7.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","acl","2.2.53-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","activation","1.1.1.redhat-5","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","alsa-lib","1.2.6.1-3.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","annotations","13.0","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","aopalliance-repackaged","2.6.1.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","apicurio-registry-client","2.0.1.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","apicurio-registry-common","2.0.1.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","apicurio-registry-serde-common","2.0.1.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","apicurio-registry-serdes-avro-serde","2.0.1.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","apicurio-registry-serdes-jsonschema-serde","2.0.1.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","apicurio-registry-utils-converter","2.0.1.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","argparse4j","0.7.0.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","argparse4j","0.7.0.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","audience-annotations","0.5.0.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","audience-annotations","0.5.0.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","audit-libs","3.0.7-2.el8.2","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","automaton","1.11.8.redhat-1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","avahi-libs","0.7-20.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","avro","1.10.2","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","avro","1.9.2","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","basesystem","11-5.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bash","4.4.20-4.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bcpkix-jdk15on","1.68","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bcprov-jdk15on","1.68","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bind-libs","32:9.11.36-3.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bind-libs-lite","32:9.11.36-3.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bind-license","32:9.11.36-3.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bind-utils","32:9.11.36-3.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","brotli","1.0.6-3.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","bzip2-libs","1.0.6-26.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","ca-certificates","2022.2.54-80.2.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","chkconfig","1.19.1-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","classgraph","4.8.141.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","client","2.1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","common","2.1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","common-config","5.5.0","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","common-utils","5.5.0","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","common-utils","5.5.1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-cli","1.4.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-cli","1.4.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-codec","1.15","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-codec","1.15.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-codec","1.9","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-compress","1.20","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-io","2.7.0.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-lang","2.6.0.redhat-7","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-lang3","3.7.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-lang3","3.8.1.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-lang3","3.9","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-logging","1.2","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-logging","1.2","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-logging","1.2.0.redhat-3","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","commons-math3","3.6.1.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","config-providers","0.1.3","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-api","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-basic-auth-extension","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-file","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-json","2.4.0","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-json","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-mirror","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-mirror-client","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-runtime","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-transforms","0.1.1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","connect-transforms","3.2.3.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","copy-jdk-configs","4.0-2.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","coreutils-single","8.30-12.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cracklib","2.9.6-15.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cracklib-dicts","2.9.6-15.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cruise-control","2.5.89.redhat-00006","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cruise-control-core","2.5.89.redhat-00006","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cruise-control-metrics-reporter","2.5.89.redhat-00006","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cruise-control-metrics-reporter","2.5.89.redhat-00006","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","crypto-policies","20211116-1.gitae470d6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","crypto-policies-scripts","20211116-1.gitae470d6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cryptsetup-libs","2.3.7-2.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cups-libs","1:2.2.6-45.el8_6.2","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","curl","7.61.1-22.el8_6.4","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cyndi-dialect-postgresql","","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","cyrus-sasl-lib","2.1.27-6.el8_5","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dbus","1:1.12.8-18.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dbus-common","1:1.12.8-18.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dbus-daemon","1:1.12.8-18.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dbus-libs","1:1.12.8-18.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dbus-tools","1:1.12.8-18.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","debezium-api","1.2.5.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","debezium-connector-postgres","1.2.5.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","debezium-core","1.2.5.Final","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dejavu-fonts-common","2.35-7.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dejavu-sans-fonts","2.35-7.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","device-mapper","8:1.02.181-3.el8_6.2","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","device-mapper-libs","8:1.02.181-3.el8_6.2","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","dialect-postgresql","0.0.2-SNAPSHOT","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","elfutils-default-yama-scope","0.186-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","elfutils-libelf","0.186-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","elfutils-libs","0.186-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","expat","2.2.5-8.el8_6.2","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","failureaccess","1.0.1.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","file-libs","5.33-20.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","filesystem","3.8-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","findutils","1:4.6.0-20.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","fontconfig","2.13.1-4.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","fontpackages-filesystem","1.44-22.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","freetype","2.9.1-4.el8_3.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","fstrm","0.6.1-2.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gawk","4.2.1-4.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gdbm","1:1.18-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gdbm-libs","1:1.18-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","generex","1.0.2.redhat-1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gettext","0.19.8.1-17.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gettext-libs","0.19.8.1-17.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","giflib","5.1.4-3.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/Shopify/sarama","v1.29.1","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/alecthomas/template","v0.0.0-20190718012654-fb15b899a751","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/alecthomas/units","v0.0.0-20210912230133-d1bdfacee922","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/beorn7/perks","v1.0.1","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/cespare/xxhash/v2","v2.1.2","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/danielqsj/kafka_exporter","(devel)","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/davecgh/go-spew","v1.1.1","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/eapache/go-resiliency","v1.2.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/eapache/go-xerial-snappy","v0.0.0-20180814174437-776d5712da21","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/eapache/queue","v1.1.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/go-kit/log","v0.1.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/go-logfmt/logfmt","v0.5.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/golang/glog","v0.0.0-20160126235308-23def4e6c14b","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/golang/protobuf","v1.5.2","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/golang/snappy","v0.0.3","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/hashicorp/go-uuid","v1.0.2","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/jcmturner/aescts/v2","v2.0.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/jcmturner/dnsutils/v2","v2.0.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/jcmturner/gofork","v1.0.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/jcmturner/gokrb5/v8","v8.4.2","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/jcmturner/rpc/v2","v2.0.3","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/klauspost/compress","v1.12.2","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/krallistic/kazoo-go","v0.0.0-20170526135507-a15279744f4e","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/matttproud/golang_protobuf_extensions","v1.0.1","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/pierrec/lz4","v2.6.0+incompatible","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/pkg/errors","v0.9.1","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/prometheus/client_golang","v1.11.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/prometheus/client_model","v0.2.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/prometheus/common","v0.30.0","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/prometheus/procfs","v0.7.3","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/rcrowley/go-metrics","v0.0.0-20201227073835-cf1acfcdf475","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/samuel/go-zookeeper","v0.0.0-20190923202752-2cc03de413da","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/xdg/scram","v1.0.3","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","github.com/xdg/stringprep","v1.0.3","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","glib2","2.56.4-158.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","glibc","2.28-189.5.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","glibc-common","2.28-189.5.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","glibc-minimal-langpack","2.28-189.5.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gmp","1:6.1.2-10.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gnupg2","2.2.20-3.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gnutls","3.6.16-4.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gobject-introspection","1.56.1-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","golang.org/x/crypto","v0.0.0-20210616213533-5ff15b29337e","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","golang.org/x/net","v0.0.0-20210907225631-ff17edfbf26d","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","golang.org/x/sys","v0.0.0-20210906170528-6f6e22806c34","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","golang.org/x/text","v0.3.6","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","google.golang.org/protobuf","v1.27.1","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gopkg.in/alecthomas/kingpin.v2","v2.2.6","go-module"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gpg-pubkey","d4082792-5b32db75","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gpg-pubkey","fd431d51-4ae0493b","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gpgme","1.13.1-11.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","graphite2","1.3.10-10.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","grep","3.1-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gson","2.8.2.redhat-5","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gson","2.8.5","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gson","2.9.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","guava","29.0-jre","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","guava","30.1.0.jre-redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","gzip","1.9-13.el8_5","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","harfbuzz","1.7.5-3.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","hk2-api","2.6.1.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","hk2-locator","2.6.1.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","hk2-utils","2.6.1.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","hostname","3.20-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpasyncclient","4.1.3","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpclient","4.5.13","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpclient","4.5.13.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpclient","4.5.3","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpcore","4.4.13.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpcore","4.4.14","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpcore","4.4.6","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","httpcore-nio","4.4.6","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","info","6.5-7.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","isc","2.0","python"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","jackson-annotations","2.12.1","java-archive"
